date,eid,cid,rate
2022-04-06 09:00:00,5,LUNA,111.28
2022-04-06 09:00:00,1,ADA,1.109
2022-04-06 09:00:00,2,ADA,1.1095
2022-04-06 09:00:00,3,ADA,1.108633
2022-04-06 09:00:00,4,ADA,1.106597
2022-04-06 09:00:00,5,ADA,1.107995
2022-04-06 09:00:00,1,DOT,20.94
2022-04-06 09:00:00,2,DOT,20.96
2022-04-06 09:00:00,3,DOT,20.9395
2022-04-06 09:00:00,4,DOT,20.9096
2022-04-06 09:00:00,5,DOT,20.903
2022-04-06 10:00:00,1,BTC,44167.97
2022-04-06 10:00:00,2,BTC,44254.75
2022-04-06 10:00:00,3,BTC,44173.96
2022-04-06 10:00:00,4,BTC,44130
2022-04-06 10:00:00,5,BTC,44182
2022-04-06 10:00:00,1,ETH,3257.99
2022-04-06 10:00:00,2,ETH,3261.13
2022-04-06 10:00:00,3,ETH,3256.84
2022-04-06 10:00:00,4,ETH,3253.26
2022-04-06 10:00:00,5,ETH,3256.8
2022-04-06 10:00:00,1,LTC,116.2
2022-04-06 10:00:00,2,LTC,116.21
2022-04-06 10:00:00,3,LTC,116.17
2022-04-06 10:00:00,4,LTC,115.91
2022-04-06 10:00:00,5,LTC,116.16
2022-04-06 10:00:00,1,LUNA,110.09
2022-04-06 10:00:00,2,LUNA,110.24
2022-04-06 10:00:00,3,LUNA,110.0752
2022-04-06 10:00:00,4,LUNA,109.93
2022-04-06 10:00:00,5,LUNA,110.1
2022-04-06 10:00:00,1,ADA,1.103
2022-04-06 10:00:00,2,ADA,1.1034
2022-04-06 10:00:00,3,ADA,1.103175
2022-04-06 10:00:00,4,ADA,1.102143
2022-04-06 10:00:00,5,ADA,1.102535
2022-04-06 10:00:00,1,DOT,20.49
2022-04-06 10:00:00,2,DOT,20.5
2022-04-06 10:00:00,3,DOT,20.4921
2022-04-06 10:00:00,4,DOT,20.4001
2022-04-06 10:00:00,5,DOT,20.484
2022-04-06 11:00:00,1,BTC,44237.72
2022-04-06 11:00:00,2,BTC,44269.15
2022-04-06 11:00:00,3,BTC,44247.46
2022-04-06 11:00:00,4,BTC,44260
2022-04-06 11:00:00,5,BTC,44255
2022-04-06 11:00:00,1,ETH,3257.35
2022-04-06 11:00:00,2,ETH,3257.44
2022-04-06 11:00:00,3,ETH,3257.27
2022-04-06 11:00:00,4,ETH,3258.01
2022-04-06 11:00:00,5,ETH,3256.9
2022-04-06 11:00:00,1,LTC,115.8
2022-04-06 11:00:00,2,LTC,115.97
2022-04-06 11:00:00,3,LTC,115.86
2022-04-06 11:00:00,4,LTC,115.92
2022-04-06 11:00:00,5,LTC,115.88
2022-04-06 11:00:00,1,LUNA,109.03
2022-04-06 11:00:00,2,LUNA,109.16
2022-04-06 11:00:00,3,LUNA,109.0207
2022-04-06 11:00:00,4,LUNA,108.92
2022-04-06 11:00:00,5,LUNA,108.9
2022-04-06 11:00:00,1,ADA,1.109
2022-04-06 11:00:00,2,ADA,1.1085
2022-04-06 11:00:00,3,ADA,1.108151
2022-04-06 11:00:00,4,ADA,1.108142
2022-04-06 11:00:00,5,ADA,1.1082
2022-04-06 11:00:00,1,DOT,20.62
2022-04-06 11:00:00,2,DOT,20.62
2022-04-06 11:00:00,3,DOT,20.6243
2022-04-06 11:00:00,4,DOT,20.6063
2022-04-06 11:00:00,5,DOT,20.59
2022-04-06 12:00:00,1,BTC,44148.74
2022-04-06 12:00:00,2,BTC,44157.1
2022-04-06 12:00:00,3,BTC,44143.54
2022-04-06 12:00:00,4,BTC,44160.7
2022-04-06 12:00:00,5,BTC,44146
2022-04-06 12:00:00,1,ETH,3254.59
2022-04-06 12:00:00,2,ETH,3254.96
2022-04-06 12:00:00,3,ETH,3254.24
2022-04-06 12:00:00,4,ETH,3256.13
2022-04-06 12:00:00,5,ETH,3254.7
2022-04-06 12:00:00,1,LTC,115.7
2022-04-06 12:00:00,2,LTC,115.77
2022-04-06 12:00:00,3,LTC,115.72
2022-04-06 12:00:00,4,LTC,115.75
2022-04-06 12:00:00,5,LTC,115.725
2022-04-06 12:00:00,1,LUNA,107.99
2022-04-06 12:00:00,2,LUNA,108.19
2022-04-06 12:00:00,3,LUNA,108.0121
2022-04-06 12:00:00,4,LUNA,108.09
2022-04-06 12:00:00,5,LUNA,107.98
2022-04-06 12:00:00,1,ADA,1.097
2022-04-06 12:00:00,2,ADA,1.097
2022-04-06 12:00:00,3,ADA,1.096351
2022-04-06 12:00:00,4,ADA,1.095471
2022-04-06 12:00:00,5,ADA,1.096365
2022-04-06 12:00:00,1,DOT,20.31
2022-04-06 12:00:00,2,DOT,20.32
2022-04-06 12:00:00,3,DOT,20.2988
2022-04-06 12:00:00,4,DOT,20.314
2022-04-06 12:00:00,5,DOT,20.335
2022-04-06 13:00:00,1,BTC,43745.87
2022-04-06 13:00:00,2,BTC,43771.96
2022-04-06 13:00:00,3,BTC,43753.08
2022-04-06 13:00:00,4,BTC,43750
2022-04-06 13:00:00,5,BTC,43749
2022-04-06 13:00:00,1,ETH,3210.21
2022-04-06 13:00:00,2,ETH,3213.17
2022-04-06 13:00:00,3,ETH,3210.19
2022-04-06 13:00:00,4,ETH,3211.02
2022-04-06 13:00:00,5,ETH,3210.6
2022-04-06 13:00:00,1,LTC,115.1
2022-04-06 13:00:00,2,LTC,115.11
2022-04-06 13:00:00,3,LTC,115.06
2022-04-06 13:00:00,4,LTC,115.09
2022-04-06 13:00:00,5,LTC,115.03
2022-04-06 13:00:00,1,LUNA,106.87
2022-04-06 13:00:00,2,LUNA,106.86
2022-04-06 13:00:00,3,LUNA,106.8416
2022-04-06 13:00:00,4,LUNA,106.92
2022-04-06 13:00:00,5,LUNA,106.84
2022-04-06 13:00:00,1,ADA,1.08
2022-04-06 13:00:00,2,ADA,1.08
2022-04-06 13:00:00,3,ADA,1.080132
2022-04-06 13:00:00,4,ADA,1.080493
2022-04-06 13:00:00,5,ADA,1.08006
2022-04-06 13:00:00,1,DOT,19.96
2022-04-06 13:00:00,2,DOT,20.01
2022-04-06 13:00:00,3,DOT,19.9695
2022-04-06 13:00:00,4,DOT,20.0059
2022-04-06 13:00:00,5,DOT,19.961
2022-04-06 14:00:00,1,BTC,43761.46
2022-04-06 14:00:00,2,BTC,43860.95
2022-04-06 14:00:00,3,BTC,43765.6
2022-04-06 14:00:00,4,BTC,43758.7
2022-04-06 14:00:00,5,BTC,43764
2022-04-06 14:00:00,1,ETH,3216.53
2022-04-06 14:00:00,2,ETH,3224.47
2022-04-06 14:00:00,3,ETH,3217.2
2022-04-06 14:00:00,4,ETH,3219.44
2022-04-06 14:00:00,5,ETH,3217.4
2022-04-06 14:00:00,1,LTC,115.4
2022-04-06 14:00:00,2,LTC,115.61
2022-04-06 14:00:00,3,LTC,115.33
2022-04-06 14:00:00,4,LTC,115.45
2022-04-06 14:00:00,5,LTC,115.39
2022-04-06 14:00:00,1,LUNA,108.17
2022-04-06 14:00:00,2,LUNA,108.39
2022-04-06 14:00:00,3,LUNA,108.1785
2022-04-06 14:00:00,4,LUNA,108.31
2022-04-06 14:00:00,5,LUNA,108.16
2022-04-06 14:00:00,1,ADA,1.093
2022-04-06 14:00:00,2,ADA,1.0913
2022-04-06 14:00:00,3,ADA,1.093167
2022-04-06 14:00:00,4,ADA,1.092165
2022-04-06 14:00:00,5,ADA,1.09361
2022-04-06 14:00:00,1,DOT,20.18
2022-04-06 14:00:00,2,DOT,20.18
2022-04-06 14:00:00,3,DOT,20.1818
2022-04-06 14:00:00,4,DOT,20.1287
2022-04-06 14:00:00,5,DOT,20.148
2022-04-06 15:00:00,1,BTC,43822.29
2022-04-06 15:00:00,2,BTC,43808.8
2022-04-06 15:00:00,3,BTC,43825.27
2022-04-06 15:00:00,4,BTC,43847.7
2022-04-06 15:00:00,5,BTC,43825
2022-04-06 15:00:00,1,ETH,3237.99
2022-04-06 15:00:00,2,ETH,3235.08
2022-04-06 15:00:00,3,ETH,3238.3
2022-04-06 15:00:00,4,ETH,3237.83
2022-04-06 15:00:00,5,ETH,3239
2022-04-06 15:00:00,1,LTC,114.8
2022-04-06 15:00:00,2,LTC,114.8
2022-04-06 15:00:00,3,LTC,114.84
2022-04-06 15:00:00,4,LTC,114.9
2022-04-06 15:00:00,5,LTC,114.91
2022-04-06 15:00:00,1,LUNA,109.95
2022-04-06 15:00:00,2,LUNA,110.01
2022-04-06 15:00:00,3,LUNA,109.8958
2022-04-06 15:00:00,4,LUNA,110
2022-04-06 15:00:00,5,LUNA,109.95
2022-04-06 15:00:00,1,ADA,1.095
2022-04-06 15:00:00,2,ADA,1.0957
2022-04-06 15:00:00,3,ADA,1.09536
2022-04-06 15:00:00,4,ADA,1.095197
2022-04-06 15:00:00,5,ADA,1.094345
2022-04-06 15:00:00,1,DOT,20.38
2022-04-06 15:00:00,2,DOT,20.36
2022-04-06 15:00:00,3,DOT,20.3807
2022-04-06 15:00:00,4,DOT,20.3749
2022-04-06 15:00:00,5,DOT,20.373
2022-04-06 16:00:00,1,BTC,43726.68
2022-04-06 16:00:00,2,BTC,43781.02
2022-04-06 16:00:00,3,BTC,43729.34
2022-04-06 16:00:00,4,BTC,43758.2
2022-04-06 16:00:00,5,BTC,43730
2022-04-06 16:00:00,1,ETH,3222.18
2022-04-06 16:00:00,2,ETH,3225.76
2022-04-06 16:00:00,3,ETH,3222.48
2022-04-06 16:00:00,4,ETH,3224.49
2022-04-06 16:00:00,5,ETH,3222.7
2022-04-06 16:00:00,1,LTC,114.3
2022-04-06 16:00:00,2,LTC,114.28
2022-04-06 16:00:00,3,LTC,114.26
2022-04-06 16:00:00,4,LTC,114.27
2022-04-06 16:00:00,5,LTC,114.25
2022-04-06 16:00:00,1,LUNA,109.08
2022-04-06 16:00:00,2,LUNA,109.21
2022-04-06 16:00:00,3,LUNA,109.0425
2022-04-06 16:00:00,4,LUNA,109.17
2022-04-06 16:00:00,5,LUNA,109.15
2022-04-06 16:00:00,1,ADA,1.096
2022-04-06 16:00:00,2,ADA,1.0964
2022-04-06 16:00:00,3,ADA,1.095635
2022-04-06 16:00:00,4,ADA,1.096478
2022-04-06 16:00:00,5,ADA,1.09503
2022-04-06 16:00:00,1,DOT,20.34
2022-04-06 16:00:00,2,DOT,20.36
2022-04-06 16:00:00,3,DOT,20.3281
2022-04-06 16:00:00,4,DOT,20.3441
2022-04-06 16:00:00,5,DOT,20.347
2022-04-06 17:00:00,1,BTC,43877.39
2022-04-06 17:00:00,2,BTC,43885.24
2022-04-06 17:00:00,3,BTC,43872.24
2022-04-06 17:00:00,4,BTC,43901.9
2022-04-06 17:00:00,5,BTC,43885
2022-04-06 17:00:00,1,ETH,3230.58
2022-04-06 17:00:00,2,ETH,3235.35
2022-04-06 17:00:00,3,ETH,3230.56
2022-04-06 17:00:00,4,ETH,3234.92
2022-04-06 17:00:00,5,ETH,3231.1
2022-04-06 17:00:00,1,LTC,114.5
2022-04-06 17:00:00,2,LTC,114.5
2022-04-06 17:00:00,3,LTC,114.41
2022-04-06 17:00:00,4,LTC,114.55
2022-04-06 17:00:00,5,LTC,114.455
2022-04-06 17:00:00,1,LUNA,108.91
2022-04-06 17:00:00,2,LUNA,108.94
2022-04-06 17:00:00,3,LUNA,108.8884
2022-04-06 17:00:00,4,LUNA,109.06
2022-04-06 17:00:00,5,LUNA,108.97
2022-04-06 17:00:00,1,ADA,1.097
2022-04-06 17:00:00,2,ADA,1.0982
2022-04-06 17:00:00,3,ADA,1.096278
2022-04-06 17:00:00,4,ADA,1.097844
2022-04-06 17:00:00,5,ADA,1.09577
2022-04-06 17:00:00,1,DOT,20.32
2022-04-06 17:00:00,2,DOT,20.34
2022-04-06 17:00:00,3,DOT,20.3151
2022-04-06 17:00:00,4,DOT,20.3142
2022-04-06 17:00:00,5,DOT,20.311
2022-04-06 18:00:00,1,BTC,43831.8
2022-04-06 18:00:00,2,BTC,43863.25
2022-04-06 18:00:00,3,BTC,43834.87
2022-04-06 18:00:00,4,BTC,43865.6
2022-04-06 18:00:00,5,BTC,43836
2022-04-06 18:00:00,1,ETH,3225.02
2022-04-06 18:00:00,2,ETH,3230.85
2022-04-06 18:00:00,3,ETH,3224.98
2022-04-06 18:00:00,4,ETH,3227.86
2022-04-06 18:00:00,5,ETH,3225.3
2022-04-06 18:00:00,1,LTC,114.4
2022-04-06 18:00:00,2,LTC,114.6
2022-04-06 18:00:00,3,LTC,114.5
2022-04-06 18:00:00,4,LTC,114.53
2022-04-06 18:00:00,5,LTC,114.475
2022-04-06 18:00:00,1,LUNA,107.71
2022-04-06 18:00:00,2,LUNA,107.86
2022-04-06 18:00:00,3,LUNA,107.6961
2022-04-06 18:00:00,4,LUNA,107.82
2022-04-06 18:00:00,5,LUNA,107.76
2022-04-06 18:00:00,1,ADA,1.089
2022-04-06 18:00:00,2,ADA,1.0923
2022-04-06 18:00:00,3,ADA,1.089086
2022-04-06 18:00:00,4,ADA,1.090578
2022-04-06 18:00:00,5,ADA,1.08822
2022-04-06 18:00:00,1,DOT,20.2
2022-04-06 18:00:00,2,DOT,20.26
2022-04-06 18:00:00,3,DOT,20.1928
2022-04-06 18:00:00,4,DOT,20.2281
2022-04-06 18:00:00,5,DOT,20.192
2022-04-06 19:00:00,1,BTC,43508.89
2022-04-06 19:00:00,2,BTC,43538.53
2022-04-06 19:00:00,3,BTC,43511.37
2022-04-06 19:00:00,4,BTC,43522.3
2022-04-06 19:00:00,5,BTC,43510
2022-04-06 19:00:00,1,ETH,3188.21
2022-04-06 19:00:00,2,ETH,3192.4
2022-04-06 19:00:00,3,ETH,3188.33
2022-04-06 19:00:00,4,ETH,3188.8
2022-04-06 19:00:00,5,ETH,3189.1
2022-04-06 19:00:00,1,LTC,113.6
2022-04-06 19:00:00,2,LTC,113.7
2022-04-06 19:00:00,3,LTC,113.62
2022-04-06 19:00:00,4,LTC,113.63
2022-04-06 19:00:00,5,LTC,113.655
2022-04-06 19:00:00,1,LUNA,107.11
2022-04-06 19:00:00,2,LUNA,107.05
2022-04-06 19:00:00,3,LUNA,107.1297
2022-04-06 19:00:00,4,LUNA,107.02
2022-04-06 19:00:00,5,LUNA,107.15
2022-04-06 19:00:00,1,ADA,1.071
2022-04-06 19:00:00,2,ADA,1.0693
2022-04-06 19:00:00,3,ADA,1.070954
2022-04-06 19:00:00,4,ADA,1.069667
2022-04-06 19:00:00,5,ADA,1.070755
2022-04-06 19:00:00,1,DOT,19.92
2022-04-06 19:00:00,2,DOT,19.92
2022-04-06 19:00:00,3,DOT,19.9303
2022-04-06 19:00:00,4,DOT,19.9083
2022-04-06 19:00:00,5,DOT,19.904
2022-04-06 20:00:00,1,BTC,43153.3
2022-04-06 20:00:00,2,BTC,43173.96
2022-04-06 20:00:00,3,BTC,43150.21
2022-04-06 20:00:00,4,BTC,43179.5
2022-04-06 20:00:00,5,BTC,43158
2022-04-06 20:00:00,1,ETH,3165.88
2022-04-06 20:00:00,2,ETH,3169.98
2022-04-06 20:00:00,3,ETH,3165.75
2022-04-06 20:00:00,4,ETH,3166.72
2022-04-06 20:00:00,5,ETH,3165.7
2022-04-06 20:00:00,1,LTC,111.5
2022-04-06 20:00:00,2,LTC,111.8
2022-04-06 20:00:00,3,LTC,111.6
2022-04-06 20:00:00,4,LTC,111.71
2022-04-06 20:00:00,5,LTC,111.6
2022-04-06 20:00:00,1,LUNA,108
2022-04-06 20:00:00,2,LUNA,108.13
2022-04-06 20:00:00,3,LUNA,108.0288
2022-04-06 20:00:00,4,LUNA,108.1
2022-04-06 20:00:00,5,LUNA,108.04
2022-04-06 20:00:00,1,ADA,1.052
2022-04-06 20:00:00,2,ADA,1.054
2022-04-06 20:00:00,3,ADA,1.052185
2022-04-06 20:00:00,4,ADA,1.052902
2022-04-06 20:00:00,5,ADA,1.051905
2022-04-06 20:00:00,1,DOT,19.83
2022-04-06 20:00:00,2,DOT,19.85
2022-04-06 20:00:00,3,DOT,19.8194
2022-04-06 20:00:00,4,DOT,19.8483
2022-04-06 20:00:00,5,DOT,19.829
2022-04-06 21:00:00,1,BTC,42895.67
2022-04-06 21:00:00,2,BTC,42816.8
2022-04-06 21:00:00,3,BTC,42891.69
2022-04-06 21:00:00,4,BTC,42896.3
2022-04-06 21:00:00,5,BTC,42895
2022-04-06 21:00:00,1,ETH,3154.79
2022-04-06 21:00:00,2,ETH,3148.2
2022-04-06 21:00:00,3,ETH,3154.01
2022-04-06 21:00:00,4,ETH,3155.2
2022-04-06 21:00:00,5,ETH,3154.4
2022-04-06 21:00:00,1,LTC,111
2022-04-06 21:00:00,2,LTC,110.66
2022-04-06 21:00:00,3,LTC,111.01
2022-04-06 21:00:00,4,LTC,110.89
2022-04-06 21:00:00,5,LTC,111
2022-04-06 21:00:00,1,LUNA,107.46
2022-04-06 21:00:00,2,LUNA,107.11
2022-04-06 21:00:00,3,LUNA,107.4174
2022-04-06 21:00:00,4,LUNA,107.44
2022-04-06 21:00:00,5,LUNA,107.46
2022-04-06 21:00:00,1,ADA,1.045
2022-04-06 21:00:00,2,ADA,1.0449
2022-04-06 21:00:00,3,ADA,1.04568
2022-04-06 21:00:00,4,ADA,1.044739
2022-04-06 21:00:00,5,ADA,1.044875
2022-04-06 21:00:00,1,DOT,19.58
2022-04-06 21:00:00,2,DOT,19.55
2022-04-06 21:00:00,3,DOT,19.5861
2022-04-06 21:00:00,4,DOT,19.5992
2022-04-06 21:00:00,5,DOT,19.562
2022-04-06 22:00:00,1,BTC,43429.43
2022-04-06 22:00:00,2,BTC,43365.01
2022-04-06 22:00:00,3,BTC,43420.65
2022-04-06 22:00:00,4,BTC,43395.1
2022-04-06 22:00:00,5,BTC,43416
2022-04-06 22:00:00,1,ETH,3196.09
2022-04-06 22:00:00,2,ETH,3191.42
2022-04-06 22:00:00,3,ETH,3195.83
2022-04-06 22:00:00,4,ETH,3196.25
2022-04-06 22:00:00,5,ETH,3196
2022-04-06 22:00:00,1,LTC,112.1
2022-04-06 22:00:00,2,LTC,112.19
2022-04-06 22:00:00,3,LTC,112.21
2022-04-06 22:00:00,4,LTC,112.25
2022-04-06 22:00:00,5,LTC,112.215
2022-04-06 22:00:00,1,LUNA,108.74
2022-04-06 22:00:00,2,LUNA,108.82
2022-04-06 22:00:00,3,LUNA,108.7355
2022-04-06 22:00:00,4,LUNA,108.86
2022-04-06 22:00:00,5,LUNA,108.73
2022-04-06 22:00:00,1,ADA,1.06
2022-04-06 22:00:00,2,ADA,1.0598
2022-04-06 22:00:00,3,ADA,1.060589
2022-04-06 22:00:00,4,ADA,1.060923
2022-04-06 22:00:00,5,ADA,1.05909
2022-04-06 22:00:00,1,DOT,20.03
2022-04-06 22:00:00,2,DOT,20.04
2022-04-06 22:00:00,3,DOT,20.034
2022-04-06 22:00:00,4,DOT,20.0568
2022-04-06 22:00:00,5,DOT,20.053
2022-04-06 23:00:00,1,BTC,43378.87
2022-04-06 23:00:00,2,BTC,43380.06
2022-04-06 23:00:00,3,BTC,43378.48
2022-04-06 23:00:00,4,BTC,43383.4
2022-04-06 23:00:00,5,BTC,43378
2022-04-06 23:00:00,1,ETH,3188.57
2022-04-06 23:00:00,2,ETH,3188.68
2022-04-06 23:00:00,3,ETH,3188.26
2022-04-06 23:00:00,4,ETH,3185.25
2022-04-06 23:00:00,5,ETH,3187.2
2022-04-06 23:00:00,1,LTC,112.4
2022-04-06 23:00:00,2,LTC,112.43
2022-04-06 23:00:00,3,LTC,112.37
2022-04-06 23:00:00,4,LTC,112.37
2022-04-06 23:00:00,5,LTC,112.395
2022-04-06 23:00:00,1,LUNA,108.79
2022-04-06 23:00:00,2,LUNA,108.53
2022-04-06 23:00:00,3,LUNA,108.7726
2022-04-06 23:00:00,4,LUNA,108.71
2022-04-06 23:00:00,5,LUNA,108.79
2022-04-06 23:00:00,1,ADA,1.061
2022-04-06 23:00:00,2,ADA,1.0617
2022-04-06 23:00:00,3,ADA,1.061682
2022-04-06 23:00:00,4,ADA,1.060565
2022-04-06 23:00:00,5,ADA,1.059795
2022-04-06 23:00:00,1,DOT,20.05
2022-04-06 23:00:00,2,DOT,20.09
2022-04-06 23:00:00,3,DOT,20.0704
2022-04-06 23:00:00,4,DOT,20.0812
2022-04-06 23:00:00,5,DOT,20.068
2022-04-07 00:00:00,1,BTC,43290.74
2022-04-07 00:00:00,2,BTC,43317.36
2022-04-07 00:00:00,3,BTC,43288.12
2022-04-07 00:00:00,4,BTC,43317.9
2022-04-07 00:00:00,5,BTC,43284
2022-04-07 00:00:00,1,ETH,3187.43
2022-04-07 00:00:00,2,ETH,3189.5
2022-04-07 00:00:00,3,ETH,3187.48
2022-04-07 00:00:00,4,ETH,3185.73
2022-04-07 00:00:00,5,ETH,3186.8
2022-04-07 00:00:00,1,LTC,111.8
2022-04-07 00:00:00,2,LTC,111.96
2022-04-07 00:00:00,3,LTC,111.87
2022-04-07 00:00:00,4,LTC,112
2022-04-07 00:00:00,5,LTC,111.835
2022-04-07 00:00:00,1,LUNA,108.3
2022-04-07 00:00:00,2,LUNA,108.31
2022-04-07 00:00:00,3,LUNA,108.3184
2022-04-07 00:00:00,4,LUNA,108.57
2022-04-07 00:00:00,5,LUNA,108.38
2022-04-07 00:00:00,1,ADA,1.06
2022-04-07 00:00:00,2,ADA,1.061
2022-04-07 00:00:00,3,ADA,1.060479
2022-04-07 00:00:00,4,ADA,1.060738
2022-04-07 00:00:00,5,ADA,1.059885
2022-04-07 00:00:00,1,DOT,19.97
2022-04-07 00:00:00,2,DOT,19.98
2022-04-07 00:00:00,3,DOT,19.9682
2022-04-07 00:00:00,4,DOT,19.9775
2022-04-07 00:00:00,5,DOT,19.961
2022-04-07 01:00:00,1,BTC,43406.42
2022-04-07 01:00:00,2,BTC,43395.84
2022-04-07 01:00:00,3,BTC,43402.32
2022-04-07 01:00:00,4,BTC,43405.7
2022-04-07 01:00:00,5,BTC,43405
2022-04-07 01:00:00,1,ETH,3207.29
2022-04-07 01:00:00,2,ETH,3206.74
2022-04-07 01:00:00,3,ETH,3207.51
2022-04-07 01:00:00,4,ETH,3207.38
2022-04-07 01:00:00,5,ETH,3207.6
2022-04-07 01:00:00,1,LTC,112.3
2022-04-07 01:00:00,2,LTC,112.36
2022-04-07 01:00:00,3,LTC,112.35
2022-04-07 01:00:00,4,LTC,112.35
2022-04-07 01:00:00,5,LTC,112.345
2022-04-07 01:00:00,1,LUNA,108.78
2022-04-07 01:00:00,2,LUNA,108.82
2022-04-07 01:00:00,3,LUNA,108.7667
2022-04-07 01:00:00,4,LUNA,108.78
2022-04-07 01:00:00,5,LUNA,108.78
2022-04-07 01:00:00,1,ADA,1.07
2022-04-07 01:00:00,2,ADA,1.0694
2022-04-07 01:00:00,3,ADA,1.069452
2022-04-07 01:00:00,4,ADA,1.069499
2022-04-07 01:00:00,5,ADA,1.06901
2022-04-07 01:00:00,1,DOT,20.08
2022-04-07 01:00:00,2,DOT,20.06
2022-04-07 01:00:00,3,DOT,20.0761
2022-04-07 01:00:00,4,DOT,20.0602
2022-04-07 01:00:00,5,DOT,20.07
2022-04-07 02:00:00,1,BTC,43384.12
2022-04-07 02:00:00,2,BTC,43371.79
2022-04-07 02:00:00,3,BTC,43384.85
2022-04-07 02:00:00,4,BTC,43387.6
2022-04-07 02:00:00,5,BTC,43387
2022-04-07 02:00:00,1,ETH,3217.08
2022-04-07 02:00:00,2,ETH,3216.79
2022-04-07 02:00:00,3,ETH,3216.92
2022-04-07 02:00:00,4,ETH,3218.55
2022-04-07 02:00:00,5,ETH,3216.6
2022-04-07 02:00:00,1,LTC,112.7
2022-04-07 02:00:00,2,LTC,112.76
2022-04-07 02:00:00,3,LTC,112.73
2022-04-07 02:00:00,4,LTC,112.79
2022-04-07 02:00:00,5,LTC,112.8
2022-04-07 02:00:00,1,LUNA,108.15
2022-04-07 02:00:00,2,LUNA,108.2
2022-04-07 02:00:00,3,LUNA,108.1514
2022-04-07 02:00:00,4,LUNA,108.19
2022-04-07 02:00:00,5,LUNA,108.15
2022-04-07 02:00:00,1,ADA,1.073
2022-04-07 02:00:00,2,ADA,1.0733
2022-04-07 02:00:00,3,ADA,1.072191
2022-04-07 02:00:00,4,ADA,1.073298
2022-04-07 02:00:00,5,ADA,1.071675
2022-04-07 02:00:00,1,DOT,20.06
2022-04-07 02:00:00,2,DOT,20.09
2022-04-07 02:00:00,3,DOT,20.0664
2022-04-07 02:00:00,4,DOT,20.0932
2022-04-07 02:00:00,5,DOT,20.075
2022-04-07 03:00:00,1,BTC,43403.23
2022-04-07 03:00:00,2,BTC,43392.24
2022-04-07 03:00:00,3,BTC,43403.21
2022-04-07 03:00:00,4,BTC,43407.4
2022-04-07 03:00:00,5,BTC,43416
2022-04-07 03:00:00,1,ETH,3215.69
2022-04-07 03:00:00,2,ETH,3213.72
2022-04-07 03:00:00,3,ETH,3215.33
2022-04-07 03:00:00,4,ETH,3215.01
2022-04-07 03:00:00,5,ETH,3215.3
2022-04-07 03:00:00,1,LTC,113
2022-04-07 03:00:00,2,LTC,112.94
2022-04-07 03:00:00,3,LTC,112.97
2022-04-07 03:00:00,4,LTC,112.84
2022-04-07 03:00:00,5,LTC,112.91
2022-04-07 03:00:00,1,LUNA,108.76
2022-04-07 03:00:00,2,LUNA,108.51
2022-04-07 03:00:00,3,LUNA,108.7366
2022-04-07 03:00:00,4,LUNA,108.68
2022-04-07 03:00:00,5,LUNA,108.74
2022-04-07 03:00:00,1,ADA,1.073
2022-04-07 03:00:00,2,ADA,1.0722
2022-04-07 03:00:00,3,ADA,1.072745
2022-04-07 03:00:00,4,ADA,1.073044
2022-04-07 03:00:00,5,ADA,1.07199
2022-04-07 03:00:00,1,DOT,20.2
2022-04-07 03:00:00,2,DOT,20.2
2022-04-07 03:00:00,3,DOT,20.2042
2022-04-07 03:00:00,4,DOT,20.1889
2022-04-07 03:00:00,5,DOT,20.206
2022-04-07 04:00:00,1,BTC,43445.34
2022-04-07 04:00:00,2,BTC,43450.33
2022-04-07 04:00:00,3,BTC,43443.56
2022-04-07 04:00:00,4,BTC,43477.4
2022-04-07 04:00:00,5,BTC,43446
2022-04-07 04:00:00,1,ETH,3225.91
2022-04-07 04:00:00,2,ETH,3225.3
2022-04-07 04:00:00,3,ETH,3225.46
2022-04-07 04:00:00,4,ETH,3225.37
2022-04-07 04:00:00,5,ETH,3225.3
2022-04-07 04:00:00,1,LTC,113.4
2022-04-07 04:00:00,2,LTC,113.39
2022-04-07 04:00:00,3,LTC,113.32
2022-04-07 04:00:00,4,LTC,113.34
2022-04-07 04:00:00,5,LTC,113.295
2022-04-07 04:00:00,1,LUNA,108.92
2022-04-07 04:00:00,2,LUNA,108.92
2022-04-07 04:00:00,3,LUNA,108.8913
2022-04-07 04:00:00,4,LUNA,109.2
2022-04-07 04:00:00,5,LUNA,108.87
2022-04-07 04:00:00,1,ADA,1.088
2022-04-07 04:00:00,2,ADA,1.0871
2022-04-07 04:00:00,3,ADA,1.08709
2022-04-07 04:00:00,4,ADA,1.087553
2022-04-07 04:00:00,5,ADA,1.08736
2022-04-07 04:00:00,1,DOT,20.23
2022-04-07 04:00:00,2,DOT,20.24
2022-04-07 04:00:00,3,DOT,20.2362
2022-04-07 04:00:00,4,DOT,20.2262
2022-04-07 04:00:00,5,DOT,20.23
2022-04-07 05:00:00,1,BTC,43518.25
2022-04-07 05:00:00,2,BTC,43523.73
2022-04-07 05:00:00,3,BTC,43517.05
2022-04-07 05:00:00,4,BTC,43525.8
2022-04-07 05:00:00,5,BTC,43521
2022-04-07 05:00:00,1,ETH,3223.72
2022-04-07 05:00:00,2,ETH,3223.82
2022-04-07 05:00:00,3,ETH,3223.63
2022-04-07 05:00:00,4,ETH,3222.63
2022-04-07 05:00:00,5,ETH,3224
2022-04-07 05:00:00,1,LTC,113.4
